,Vehicle_ID,Frame_ID,Global_Time,Local_X,Local_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,Preceding,Following,Space_Headway,isChangingLane,NE,N,NW,W,SW,S,SE,E,isApproacingOnramp
1133,1133,36,180,1113433152900,27.38,287.961,24.8,8.5,3,4.94,2.92,3,0,50,0.0,0,-1,-1,-1,-1,-1,-1,54,11,0
1148,1148,36,181,1113433153000,27.377,288.48,24.8,8.5,3,5.16,1.41,3,0,50,0.0,0,74,-1,-1,-1,-1,-1,41,21,0
1160,1160,36,182,1113433153100,27.375,289.01099999999997,24.8,8.5,3,5.25,0.25,3,0,50,0.0,0,11,-1,24,-1,66,-1,13,50,0
1172,1172,36,183,1113433153200,27.372,289.54,24.8,8.5,3,5.26,-0.12,3,0,50,0.0,0,1,11,24,54,66,13,15,50,0
1198,1198,36,184,1113433153300,27.37,290.065,24.8,8.5,3,5.25,-0.06,3,0,50,0.0,0,-1,-1,1,54,15,-1,-1,36,0
1211,1211,36,185,1113433153400,27.366999999999997,290.589,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,74,-1,-1,-1,-1,-1,41,21,0
1230,1230,36,186,1113433153500,27.365,291.1140000000001,24.8,8.5,3,5.25,0.0,3,0,50,0.0,1,54,-1,-1,-1,-1,4,21,66,0
1235,1235,36,187,1113433153600,27.362,291.639,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,-1,-1,-1,24,-1,54,51,1,0
1254,1254,36,188,1113433153700,27.36,292.164,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,74,-1,-1,-1,32,-1,41,21,0
1268,1268,36,189,1113433153800,27.357,292.689,24.8,8.5,3,5.25,0.0,3,0,50,0.0,1,51,54,-1,66,4,-1,21,15,0
1292,1292,36,190,1113433153900,27.355,293.214,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,1,11,24,54,66,13,15,50,0
1305,1305,36,191,1113433154000,27.351999999999997,293.7390000000001,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,54,-1,-1,-1,-1,4,21,66,0
1325,1325,36,192,1113433154100,27.35,294.264,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,51,54,-1,66,4,-1,21,15,0
1337,1337,36,193,1113433154200,27.346999999999998,294.789,24.8,8.5,3,5.25,0.0,3,0,50,0.0,0,4,-1,-1,-1,-1,-1,5,41,0
1360,1360,36,194,1113433154300,27.344,295.314,24.8,8.5,3,5.25,0.06,3,0,50,0.0,1,-1,-1,-1,24,54,-1,51,1,0
1376,1376,36,195,1113433154400,27.343000000000004,295.839,24.8,8.5,3,5.26,0.11,3,0,50,0.0,0,-1,-1,-1,11,51,-1,50,-1,0
1386,1386,36,196,1113433154500,27.34,296.368,24.8,8.5,3,5.25,-0.21,3,0,50,0.0,0,-1,-1,-1,24,54,-1,51,1,0
1403,1403,36,197,1113433154600,27.337,296.89799999999997,24.8,8.5,3,5.18,-1.16,3,0,50,0.0,1,21,-1,4,41,-1,-1,5,-1,0
1419,1419,36,198,1113433154700,27.335,297.418,24.8,8.5,3,5.0,-2.36,3,0,50,0.0,0,21,-1,7,-1,-1,-1,-1,-1,0
1439,1439,36,199,1113433154800,27.333000000000002,297.911,24.8,8.5,3,4.75,-2.91,3,0,50,0.0,0,11,-1,24,-1,66,-1,13,50,0
1467,1467,36,200,1113433154900,27.331,298.368,24.8,8.5,3,4.5,-2.32,3,0,50,0.0,0,-1,-1,-1,-1,-1,-1,54,11,0
1474,1474,36,201,1113433155000,27.329,298.798,24.8,8.5,3,4.33,-1.14,3,0,50,0.0,0,21,-1,4,41,-1,-1,5,-1,0
1498,1498,36,202,1113433155100,27.326,299.219,24.8,8.5,3,4.25,-0.24,3,0,50,0.0,0,-1,-1,15,4,5,-1,-1,-1,0
1509,1509,36,203,1113433155200,27.325,299.64,24.8,8.5,3,4.24,0.09,3,0,50,0.0,0,54,-1,-1,-1,27,-1,4,66,0
1526,1526,36,204,1113433155300,27.323,300.064,24.8,8.5,3,4.25,0.08,3,0,50,0.0,0,-1,-1,1,54,15,-1,-1,36,0
1547,1547,36,205,1113433155400,27.320999999999998,300.4890000000001,24.8,8.5,3,4.25,0.02,3,0,50,0.0,0,-1,-1,15,4,5,-1,-1,-1,0
1564,1564,36,206,1113433155500,27.318,300.915,24.8,8.5,3,4.25,0.0,3,0,50,0.0,0,21,-1,7,-1,-1,-1,-1,-1,0
1593,1593,36,207,1113433155600,27.316999999999997,301.34,24.8,8.5,3,4.25,-0.02,3,0,50,0.0,0,50,-1,51,13,4,-1,21,-1,0
1609,1609,36,208,1113433155700,27.315,301.765,24.8,8.5,3,4.25,0.0,3,0,50,0.0,0,4,27,-1,-1,-1,-1,5,41,0
1623,1623,36,209,1113433155800,27.313000000000002,302.19,24.8,8.5,3,4.25,0.0,3,0,50,0.0,0,-1,-1,-1,11,51,-1,50,-1,0
1650,1650,36,210,1113433155900,27.31,302.615,24.8,8.5,3,4.25,0.0,3,0,50,0.0,0,-1,1,51,54,15,-1,-1,36,0
1667,1667,36,211,1113433156000,27.309,303.04,24.8,8.5,3,4.25,-0.02,3,0,50,0.0,0,54,-1,-1,74,27,-1,4,13,0
1682,1682,36,212,1113433156100,27.307,303.465,24.8,8.5,3,4.25,0.0,3,0,50,0.0,0,-1,-1,-1,24,54,51,50,1,0
1701,1701,36,213,1113433156200,27.305,303.889,24.8,8.5,3,4.25,0.02,3,0,50,0.0,0,51,-1,54,66,4,-1,21,15,0
1732,1732,36,214,1113433156300,27.302,304.315,24.8,8.5,3,4.25,-0.05,3,0,50,0.0,0,21,-1,4,41,-1,-1,5,-1,0
1740,1740,36,215,1113433156400,27.301,304.74,24.8,8.5,3,4.24,-0.13,3,0,50,0.0,0,-1,-1,-1,11,51,-1,50,-1,0
1771,1771,36,216,1113433156500,27.299,305.16,24.8,8.5,3,4.25,0.25,3,0,50,0.0,0,50,-1,51,13,4,-1,21,-1,0
1792,1792,36,217,1113433156600,27.296999999999997,305.579,24.8,8.5,3,4.34,1.43,3,0,50,0.0,0,54,-1,-1,60,31,27,4,66,0
1807,1807,36,218,1113433156700,27.295,306.019,24.8,8.5,3,4.48,1.7,3,0,50,0.0,0,21,-1,4,41,-1,-1,5,-1,0
1843,1843,36,219,1113433156800,27.29300000000001,306.4770000000001,24.8,8.5,3,4.62,1.34,3,0,50,0.0,0,27,-1,31,45,-1,-1,5,41,0
1855,1855,36,220,1113433156900,27.291,306.943,24.8,8.5,3,4.81,1.81,3,0,50,0.0,0,60,-1,-1,-1,-1,45,32,27,0
1885,1885,36,221,1113433157000,27.288,307.43,24.8,8.5,3,5.03,2.53,3,0,50,0.0,0,-1,-1,15,4,5,-1,-1,-1,0
1913,1913,36,222,1113433157100,27.289,307.943,24.8,8.5,3,5.25,2.57,3,0,50,0.0,0,-1,-1,-1,-1,-1,-1,55,-1,0
1920,1920,36,223,1113433157200,27.289,308.49,24.8,8.5,3,5.44,1.11,3,0,50,0.0,0,21,-1,7,-1,-1,-1,-1,-1,0
1961,1961,36,224,1113433157300,27.289,309.048,24.8,8.5,3,5.5,-0.06,3,0,50,0.0,0,54,-1,-1,74,27,-1,4,13,0
1983,1983,36,225,1113433157400,27.289,309.598,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,51,-1,24,-1,66,-1,13,50,0
2005,2005,36,226,1113433157500,27.289,310.14799999999997,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,51,-1,24,-1,66,-1,13,50,0
2009,2009,36,227,1113433157600,27.29,310.698,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,3355,-1,-1,-1,-1,-1,54,24,0
2044,2044,36,228,1113433157700,27.29,311.248,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,51,-1,24,-1,66,-1,13,50,0
2074,2074,36,229,1113433157800,27.29,311.798,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,54,-1,-1,60,31,-1,27,66,0
2093,2093,36,230,1113433157900,27.291,312.348,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,15,13,66,27,41,-1,7,21,0
2104,2104,36,231,1113433158000,27.291,312.89799999999997,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,54,-1,-1,74,31,27,4,13,0
2128,2128,36,232,1113433158100,27.291,313.448,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,21,-1,7,-1,-1,-1,-1,-1,0
2173,2173,36,233,1113433158200,27.291,313.998,24.8,8.5,3,5.5,0.0,3,0,50,0.0,0,54,-1,-1,-1,43,-1,31,74,0
2182,2182,36,234,1113433158300,27.291,314.547,24.8,8.5,3,5.51,0.1,3,0,50,0.0,0,11,-1,24,54,66,13,15,50,0
2204,2204,36,235,1113433158400,27.291999999999998,315.098,24.8,8.5,3,5.52,0.19,3,0,50,0.0,0,-1,-1,15,4,7,5,-1,-1,0
2244,2244,36,236,1113433158500,27.291999999999998,315.655,24.8,8.5,3,5.5,-0.39,3,0,50,0.0,0,21,-1,7,-1,-1,-1,-1,-1,0
2257,2257,36,237,1113433158600,27.295,316.214,24.8,8.5,3,5.36,-2.11,3,0,50,0.0,0,4,27,31,32,-1,-1,5,7,0
2290,2290,36,238,1113433158700,27.296,316.754,24.8,8.5,3,5.04,-4.29,3,0,50,0.0,0,-1,-1,15,4,7,5,-1,-1,0
2318,2318,36,239,1113433158800,27.281,317.244,24.8,8.5,3,4.58,-5.33,3,0,50,0.0,0,54,-1,-1,60,43,31,27,66,0
2339,2339,36,240,1113433158900,27.246,317.67,24.8,8.5,3,4.12,-4.27,3,0,50,0.0,0,3355,-1,-1,-1,-1,-1,54,24,0
2364,2364,36,241,1113433159000,27.197,318.047,24.8,8.5,3,3.81,-2.09,3,0,50,0.0,0,-1,-1,3355,24,51,-1,50,1,0
2370,2370,36,242,1113433159100,27.143,318.405,24.8,8.5,3,3.67,-0.4,3,0,50,0.0,0,50,51,54,66,27,-1,4,15,0
2395,2395,36,243,1113433159200,27.094,318.765,24.8,8.5,3,3.65,0.18,3,0,50,0.0,0,-1,-1,15,4,7,5,-1,-1,0
2435,2435,36,244,1113433159300,27.044,319.131,24.8,8.5,3,3.66,0.1,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
2458,2458,36,245,1113433159400,26.994,319.498,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,54,-1,-1,74,31,-1,27,13,0
2466,2466,36,246,1113433159500,26.945,319.865,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,31,-1,43,-1,-1,-1,5,32,0
2494,2494,36,247,1113433159600,26.894000000000002,320.232,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,27,31,43,45,-1,-1,5,41,0
2531,2531,36,248,1113433159700,26.844,320.598,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,-1,-1,3355,24,51,-1,50,1,0
2536,2536,36,249,1113433159800,26.795,320.965,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,54,-1,-1,74,31,-1,27,13,0
2575,2575,36,250,1113433159900,26.745,321.332,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,15,-1,13,27,41,-1,7,21,0
2597,2597,36,251,1113433160000,26.695,321.699,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,51,54,-1,74,31,-1,27,13,0
2628,2628,36,252,1113433160100,26.646,322.065,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
2651,2651,36,253,1113433160200,26.596,322.432,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,1,11,24,51,13,-1,15,-1,0
2659,2659,36,254,1113433160300,26.545,322.7990000000001,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,54,-1,-1,60,43,-1,31,66,0
2690,2690,36,255,1113433160400,26.496,323.165,24.8,8.5,3,3.66,0.0,3,0,50,0.0,0,36,-1,50,13,4,-1,21,-1,0
2730,2730,36,256,1113433160500,26.445999999999998,323.531,24.8,8.5,3,3.67,0.02,3,0,50,0.0,0,43,-1,-1,-1,-1,-1,-1,45,0
2734,2734,36,257,1113433160600,26.396,323.89799999999997,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,3355,-1,-1,59,-1,-1,54,24,0
2782,2782,36,258,1113433160700,26.346999999999998,324.265,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,-1,-1,-1,-1,55,24,11,-1,0
2789,2789,36,259,1113433160800,26.296999999999997,324.632,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,54,-1,-1,-1,-1,-1,43,74,0
2833,2833,36,260,1113433160900,26.247,324.998,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,3355,-1,-1,-1,-1,-1,54,55,0
2859,2859,36,261,1113433161000,26.195999999999998,325.365,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,31,43,-1,53,-1,-1,5,32,0
2865,2865,36,262,1113433161100,26.147,325.732,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,43,-1,-1,-1,-1,-1,-1,45,0
2899,2899,36,263,1113433161200,26.096999999999998,326.099,24.8,8.5,3,3.67,0.0,3,0,50,0.0,0,-1,-1,21,-1,-1,-1,-1,-1,0
2941,2941,36,264,1113433161300,26.046999999999997,326.464,24.8,8.5,3,3.68,0.14,3,0,50,0.0,0,1,11,24,51,13,-1,15,-1,0
2955,2955,36,265,1113433161400,25.998,326.83299999999997,24.8,8.5,3,3.69,0.11,3,0,50,0.0,0,3355,-1,-1,-1,-1,-1,54,55,0
2990,2990,36,266,1113433161500,25.948,327.20799999999997,24.8,8.5,3,3.63,-0.86,3,0,50,0.0,0,3355,-1,59,-1,-1,-1,54,24,0
3019,3019,36,267,1113433161600,25.895,327.577,24.8,8.5,3,3.47,-2.42,3,0,50,0.0,0,74,-1,60,-1,53,45,32,31,0
3041,3041,36,268,1113433161700,25.845,327.915,24.8,8.5,3,3.23,-2.82,3,0,50,0.0,0,54,-1,-1,60,43,-1,31,66,0
3050,3050,36,269,1113433161800,25.81,328.212,24.8,8.5,3,3.08,-0.76,3,0,50,0.0,0,-1,-1,21,-1,-1,-1,-1,-1,1
3081,3081,36,270,1113433161900,25.796,328.494,24.8,8.5,3,3.16,2.51,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
3113,3113,36,271,1113433162000,25.796,328.8119999999999,24.8,8.5,3,3.46,3.99,3,0,50,0.0,0,13,-1,66,31,32,-1,41,4,0
3140,3140,36,272,1113433162100,25.798000000000002,329.18300000000005,24.8,8.5,3,3.78,2.87,3,0,50,0.0,0,43,-1,-1,-1,-1,-1,5,45,0
3173,3173,36,273,1113433162200,25.799,329.588,24.8,8.5,3,3.97,0.9,3,0,50,0.0,0,43,-1,-1,-1,-1,-1,5,45,0
3184,3184,36,274,1113433162300,25.799,329.9980000000001,24.8,8.5,3,4.03,-0.17,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
3215,3215,36,275,1113433162400,25.799,330.4,24.8,8.5,3,4.01,-0.16,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
3253,3253,36,276,1113433162500,25.8,330.7990000000001,24.8,8.5,3,4.0,0.03,3,0,50,0.0,0,43,-1,-1,53,-1,-1,5,32,0
3269,3269,36,277,1113433162600,25.8,331.199,24.8,8.5,3,4.01,0.07,3,0,50,0.0,0,3355,-1,-1,55,-1,54,51,11,0
3302,3302,36,278,1113433162700,25.8,331.601,24.8,8.5,3,4.0,-0.15,3,0,50,0.0,0,54,-1,-1,-1,-1,-1,43,60,0
3322,3322,36,279,1113433162800,25.796999999999997,332.004,24.8,8.5,3,3.95,-0.76,3,0,50,0.0,0,-1,1,11,51,15,-1,-1,-1,0
3338,3338,36,280,1113433162900,25.798000000000002,332.401,24.8,8.5,3,3.83,-1.54,3,0,50,0.0,0,13,-1,66,31,32,-1,41,4,0
3374,3374,36,281,1113433163000,25.811,332.779,24.8,8.5,3,3.67,-1.93,3,0,50,0.0,0,11,-1,24,51,13,-1,15,-1,0
3404,3404,36,282,1113433163100,25.84,333.134,24.8,8.5,3,3.5,-1.57,3,0,50,0.0,0,-1,-1,3355,24,51,50,36,1,0
3417,3417,36,283,1113433163200,25.881999999999998,333.471,24.8,8.5,3,3.38,-0.78,3,0,50,0.0,0,11,-1,24,51,13,-1,15,-1,0
3444,3444,36,284,1113433163300,25.926,333.80199999999996,24.8,8.5,3,3.33,-0.15,3,0,50,0.0,0,3355,-1,-1,55,-1,54,51,11,0
3476,3476,36,285,1113433163400,25.968000000000004,334.13199999999995,24.8,8.5,3,3.32,0.06,3,0,50,0.0,0,3355,-1,-1,55,-1,54,51,11,0
3500,3500,36,286,1113433163500,26.01,334.465,24.8,8.5,3,3.33,0.03,3,0,50,0.0,0,-1,-1,3355,24,51,50,36,1,0
3551,3551,36,287,1113433163600,26.051,334.798,24.8,8.5,3,3.33,0.0,3,0,50,0.0,0,-1,-1,15,4,41,-1,7,-1,0
3569,3569,36,288,1113433163700,26.094,335.1330000000001,24.8,8.5,3,3.31,-0.29,3,0,50,0.0,0,86,90,-1,-1,-1,-1,43,60,0
3603,3603,36,289,1113433163800,26.135,335.462,24.8,8.5,3,3.29,-0.19,3,0,50,0.0,0,55,59,-1,-1,-1,84,60,54,0
3619,3619,36,290,1113433163900,26.178,335.773,24.8,8.5,3,3.45,2.54,3,0,50,0.0,0,55,59,-1,-1,-1,84,60,54,0
3671,3671,36,291,1113433164000,26.24,336.096,24.8,8.5,3,4.0,7.93,3,0,50,0.0,0,-1,-1,7,-1,-1,-1,-1,-1,1
3705,3705,36,292,1113433164100,26.209,336.522,24.8,8.5,3,5.01,11.2,3,0,50,0.0,0,24,-1,55,-1,60,74,66,51,0
3720,3720,36,293,1113433164200,26.166999999999998,337.094,24.8,8.5,3,6.36,11.2,3,0,50,0.0,0,4,-1,27,32,-1,-1,5,7,0
3770,3770,36,294,1113433164300,26.049,337.7940000000001,24.8,8.5,3,7.74,11.2,3,0,50,0.0,0,-1,-1,-1,44,55,-1,24,-1,0
3791,3791,36,295,1113433164400,26.025,338.64300000000014,24.8,8.5,3,8.76,8.2,3,0,50,0.0,0,51,-1,54,74,31,-1,27,13,0
3819,3819,36,296,1113433164500,26.052,339.593,24.8,8.5,3,9.35,3.35,3,0,50,0.0,0,31,43,61,53,-1,-1,5,32,0
3865,3865,36,297,1113433164600,26.171999999999997,340.5680000000001,24.8,8.5,3,9.56,0.19,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
3902,3902,36,298,1113433164700,26.265,341.53,24.8,8.5,3,9.56,-0.38,3,0,50,0.0,0,61,-1,-1,-1,-1,-1,5,53,0
3913,3913,36,299,1113433164800,26.358,342.48199999999997,24.8,8.5,3,9.54,-0.05,3,0,50,0.0,0,84,-1,-1,-1,-1,68,53,43,0
3936,3936,36,300,1113433164900,26.451,343.436,24.8,8.5,3,9.53,-0.08,3,0,50,0.0,0,15,-1,13,27,32,-1,41,21,0
3992,3992,36,301,1113433165000,26.544,344.38699999999994,24.8,8.5,3,9.54,0.22,3,0,50,0.0,0,66,74,60,61,53,45,32,27,0
4028,4028,36,302,1113433165100,26.642,345.336,24.8,8.5,3,9.62,1.11,3,0,50,0.0,0,3355,-1,44,79,90,-1,86,24,0
4039,4039,36,303,1113433165200,26.735,346.296,24.8,8.5,3,9.78,2.24,3,0,50,0.0,0,27,-1,31,45,-1,-1,5,41,0
4079,4079,36,304,1113433165300,26.801,347.282,24.8,8.5,3,10.02,2.78,3,0,50,0.0,0,54,86,90,84,61,-1,43,74,0
4118,4118,36,305,1113433165400,26.83,348.301,24.8,8.5,3,10.26,2.23,3,0,50,0.0,0,79,-1,-1,-1,-1,-1,84,50,0
4150,4150,36,306,1113433165500,26.831999999999997,349.346,24.8,8.5,3,10.43,1.09,3,0,50,0.0,0,-1,1,11,51,15,-1,-1,-1,0
4197,4197,36,307,1113433165600,26.829,350.4,24.8,8.5,3,10.5,0.21,3,0,50,0.0,0,-1,-1,-1,44,55,-1,24,-1,0
4206,4206,36,308,1113433165700,26.831,351.454,24.8,8.5,3,10.51,-0.1,3,0,50,0.0,0,27,-1,31,45,-1,-1,5,41,0
4242,4242,36,309,1113433165800,26.833000000000002,352.505,24.8,8.5,3,10.49,-0.21,3,0,50,0.0,0,-1,-1,7,-1,-1,-1,-1,-1,1
4279,4279,36,310,1113433165900,26.836,353.55400000000014,24.8,8.5,3,10.47,-0.3,3,0,50,0.0,0,15,-1,13,27,32,-1,41,21,0
4313,4313,36,311,1113433166000,26.838,354.593,24.8,8.5,3,10.5,0.63,3,0,50,0.0,0,74,-1,60,61,53,-1,45,31,0
4349,4349,36,312,1113433166100,26.84,355.629,24.8,8.5,3,10.73,3.44,3,0,50,0.0,0,-1,1,11,50,15,-1,-1,-1,0
4384,4384,36,313,1113433166200,26.842,356.695,24.8,8.5,3,11.25,7.03,3,0,50,0.0,0,3355,-1,44,79,90,-1,86,55,0
4423,4423,36,314,1113433166300,26.845,357.841,24.8,8.5,3,12.0,8.74,3,0,50,0.0,0,13,-1,66,31,45,-1,32,4,0
4435,4435,36,315,1113433166400,26.846999999999998,359.095,24.8,8.5,3,12.76,7.0,3,0,50,0.0,0,51,-1,54,74,31,-1,27,13,0
4474,4474,36,316,1113433166500,26.85,360.42900000000003,24.8,8.5,3,13.27,3.41,3,0,50,0.0,0,4,27,31,45,-1,-1,5,41,0
4505,4505,36,317,1113433166600,26.853,361.793,24.8,8.5,3,13.5,0.65,3,0,50,0.0,0,61,-1,67,72,-1,-1,5,53,0
4562,4562,36,318,1113433166700,26.857,363.154,24.8,8.5,3,13.53,-0.28,3,0,50,0.0,0,54,86,90,84,61,-1,43,74,0
4605,4605,36,319,1113433166800,26.86,364.50199999999995,24.8,8.5,3,13.54,0.29,3,0,50,0.0,0,-1,-1,15,4,41,-1,7,-1,0
4644,4644,36,320,1113433166900,26.863000000000003,365.86,24.8,8.5,3,13.54,-0.06,3,0,50,0.0,0,4,27,31,45,-1,-1,-1,41,0
4670,4670,36,321,1113433167000,26.865,367.236,24.8,8.5,3,13.31,-3.65,3,0,50,0.0,0,11,-1,24,51,13,-1,15,-1,0
4685,4685,36,322,1113433167100,26.868000000000002,368.583,24.8,8.5,3,12.66,-9.15,3,0,50,0.0,0,11,-1,24,51,13,-1,15,36,0
4746,4746,36,323,1113433167200,26.861,369.80400000000003,24.8,8.5,3,11.52,-11.2,3,0,50,0.0,0,13,-1,66,31,45,-1,32,4,0
4775,4775,36,324,1113433167300,26.861,370.881,24.8,8.5,3,10.07,-11.2,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
4825,4825,36,325,1113433167400,26.875,371.83099999999996,24.8,8.5,3,8.81,-10.88,3,0,50,0.0,0,27,-1,31,53,-1,-1,5,32,0
4855,4855,36,326,1113433167500,26.875999999999998,372.615,24.8,8.5,3,8.07,-4.2,3,0,50,0.0,0,67,-1,-1,-1,-1,-1,5,68,0
4898,4898,36,327,1113433167600,26.878,373.365,24.8,8.5,3,7.83,0.71,3,0,50,0.0,0,60,-1,84,67,68,-1,53,43,0
4934,4934,36,328,1113433167700,26.88,374.14300000000003,24.8,8.5,3,7.91,1.46,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
4948,4948,36,329,1113433167800,26.881,374.95099999999996,24.8,8.5,3,8.01,0.14,3,0,50,0.0,0,4,27,31,45,-1,-1,5,41,0
4994,4994,36,330,1113433167900,26.884,375.755,24.8,8.5,3,8.01,-0.22,3,0,50,0.0,0,-1,-1,7,-1,-1,-1,-1,-1,1
5042,5042,36,331,1113433168000,26.886,376.55400000000003,24.8,8.5,3,7.99,-0.12,3,0,50,0.0,0,59,79,87,-1,100,84,60,54,0
5076,5076,36,332,1113433168100,26.886999999999997,377.35,24.8,8.5,3,8.0,0.26,3,0,50,0.0,0,21,4,27,32,-1,-1,5,7,0
5105,5105,36,333,1113433168200,26.889,378.144,24.8,8.5,3,8.09,1.42,3,0,50,0.0,0,50,-1,51,66,31,27,4,15,0
5163,5163,36,334,1113433168300,26.891,378.95,24.8,8.5,3,8.31,2.93,3,0,50,0.0,0,-1,-1,3355,55,54,51,50,11,0
5170,5170,36,335,1113433168400,26.893,379.79,24.8,8.5,3,8.62,3.65,3,0,50,0.0,0,3355,-1,44,79,86,-1,55,24,0
5221,5221,36,336,1113433168500,26.894000000000002,380.675,24.8,8.5,3,8.94,2.92,3,0,50,0.0,0,90,-1,-1,-1,77,-1,67,84,0
5273,5273,36,337,1113433168600,26.896,381.584,24.8,8.5,3,9.25,2.88,3,0,50,0.0,0,24,55,59,-1,60,-1,74,51,0
5300,5300,36,338,1113433168700,26.898000000000003,382.524,24.8,8.5,3,9.55,3.02,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
5338,5338,36,339,1113433168800,26.9,383.505,24.8,8.5,3,9.71,1.21,3,0,50,0.0,0,43,-1,61,68,-1,-1,5,45,0
5378,5378,36,340,1113433168900,26.901,384.49699999999996,24.8,8.5,3,9.71,-1.37,3,0,50,0.0,0,59,79,-1,-1,100,84,60,54,0
5426,5426,36,341,1113433169000,26.897,385.473,24.8,8.5,3,9.55,-2.76,3,0,50,0.0,0,-1,21,4,41,-1,-1,-1,5,1
5472,5472,36,342,1113433169100,26.893,386.408,24.8,8.5,3,9.34,-1.48,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
5483,5483,36,343,1113433169200,26.889,387.32300000000004,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,-1,-1,7,-1,-1,-1,-1,-1,1
5550,5550,36,344,1113433169300,26.885,388.24800000000016,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,36,50,51,13,27,4,21,-1,0
5564,5564,36,345,1113433169400,26.881999999999998,389.173,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,3355,44,2,87,90,-1,86,59,0
5617,5617,36,346,1113433169500,26.878,390.098,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,66,-1,74,43,53,-1,45,27,0
5637,5637,36,347,1113433169600,26.873,391.023,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
5695,5695,36,348,1113433169700,26.87,391.94800000000004,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,-1,-1,-1,44,59,55,24,-1,0
5717,5717,36,349,1113433169800,26.866,392.87300000000016,24.8,8.5,3,9.25,0.0,3,0,50,0.0,0,36,50,51,13,4,-1,21,-1,0
5775,5775,36,350,1113433169900,26.862,393.798,24.8,8.5,3,9.25,0.07,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
5785,5785,36,351,1113433170000,26.859,394.723,24.8,8.5,3,9.26,0.13,3,0,50,0.0,0,-1,-1,3355,11,50,-1,36,-1,0
5832,5832,36,352,1113433170100,26.855,395.653,24.8,8.5,3,9.25,-0.28,3,0,50,0.0,0,3355,-1,59,79,86,54,51,24,0
5901,5901,36,353,1113433170200,26.85,396.584,24.8,8.5,3,9.15,-1.52,3,0,50,0.0,0,79,87,93,-1,100,84,60,54,0
5936,5936,36,354,1113433170300,26.846999999999998,397.50199999999995,24.8,8.5,3,8.92,-3.12,3,0,50,0.0,0,50,-1,51,66,31,27,4,15,0
5976,5976,36,355,1113433170400,26.843000000000004,398.384,24.8,8.5,3,8.58,-3.89,3,0,50,0.0,0,50,-1,51,66,31,27,4,15,0
6012,6012,36,356,1113433170500,26.84,399.219,24.8,8.5,3,8.25,-3.12,3,0,50,0.0,0,87,-1,93,-1,107,100,84,50,0
6039,6039,36,357,1113433170600,26.836,400.017,24.8,8.5,3,8.02,-1.51,3,0,50,0.0,0,36,50,51,13,4,-1,21,-1,0
